set_id,question_number,question_text,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,quiz_type,difficulty,explanation,improvement_note,notation_data
"gen-indian-hindustani-tala-027","27","What is ""Tihai"" in Hindustani rhythmic theory?","A rhythmic cadential pattern repeated three times, usually ending on Sam","One complete cycle of the tala","The first beat of the tala cycle, the most important beat; marked with 'X'","Mnemonic syllables (like Dha, Dhin, Na, Tin) used to represent tabla strokes","Hindustani Tala","indian_classical","intermediate","Tihai: A rhythmic cadential pattern repeated three times, usually ending on Sam.","",""
"gen-indian-hindustani-tala-028","28","What is unique about Rupak Tala compared to most other Hindustani talas?","The Sam (first beat) itself is Khali — it starts with an open/empty beat","It has no Khali at all","It uses only 3 matras","It has two Sam positions in one cycle","Hindustani Tala","indian_classical","advanced","Rupak Tala (7 beats: 3+2+2) is unique because the Sam and Khali coincide on the first beat, meaning the cycle begins with an unstressed beat.","",""
"gen-indian-hindustani-tala-029","29","What is a 'Chakradar Tihai' in Hindustani rhythmic practice?","A tihai where each of the three repetitions itself contains a tihai (tihai within tihai)","A tihai played in three different tempos","A tihai that spans exactly one avartan","A tihai played on three different drums","Hindustani Tala","indian_classical","advanced","Chakradar Tihai is a complex rhythmic cadence where the three-fold repetition is nested — each part of the tihai is itself a tihai, creating a 3x3=9 structure.","",""
"gen-indian-hindustani-tala-030","30","What is 'Layakari' in Hindustani music?","Rhythmic improvisation within the tala framework","The study of raga melodic patterns","A type of vocal composition","The tuning system for instruments","Hindustani Tala","indian_classical","advanced","Layakari is the art of rhythmic improvisation, involving playing with different subdivisions (dugun, tigun, chaugun) within the tala cycle.","",""
"gen-indian-hindustani-tala-031","31","Which tala has this theka (basic bol pattern): ""Dha Dhin Dhin Dha | Dha Dhin Dhin Dha | Dha Tin Tin Ta | Ta Dhin Dhin Dha""?","Teental","Dhamar","Dadra","Tilwada","Hindustani Tala","indian_classical","advanced","This is the theka of Teental (16 beats).","",""
"gen-indian-hindustani-tala-032","32","Which tala has this theka (basic bol pattern): ""Dhi Na | Dhi Dhi Na | Ti Na | Dhi Dhi Na""?","Jhaptaal","Dhamar","Dadra","Sultal","Hindustani Tala","indian_classical","advanced","This is the theka of Jhaptaal (10 beats).","",""
"gen-indian-hindustani-tala-033","33","Which tala has this theka (basic bol pattern): ""Tin Tin Na | Dhi Na | Dhi Na""?","Rupak","Teental","Ektaal","Jhaptaal","Hindustani Tala","indian_classical","advanced","This is the theka of Rupak (7 beats).","",""
"gen-indian-hindustani-tala-034","34","Which tala has this theka (basic bol pattern): ""Dhin Dhin | DhaGe TiRaKiTa | Tu Na | Kat Ta | DhaGe TiRaKiTa | Dhi Na""?","Ektaal","Jhaptaal","Dadra","Sultal","Hindustani Tala","indian_classical","advanced","This is the theka of Ektaal (12 beats).","",""
"gen-indian-hindustani-compositions-001","1","What is ""Dhrupad"" in Hindustani music?","Oldest surviving form of Hindustani classical music, has 4 sections: Sthayi, Antara, Sanchari, Abhog","Light classical form similar to thumri but lighter, set to Dadra tala","Poetic form set to music, Urdu poetry with musical rendering","Fast ornamental vocal style originating from Punjab, known for quick taans","Hindustani Compositions","indian_classical","beginner","Dhrupad: Oldest surviving form of Hindustani classical music, has 4 sections: Sthayi, Antara, Sanchari, Abhog. Tempo: Usually vilambit (slow) to madhya (medium).","",""
"gen-indian-hindustani-compositions-002","2","What is ""Khayal"" in Hindustani music?","Most popular vocal form, allows extensive improvisation","Fast-paced composition using meaningless syllables like ta, na, dir, dir","Light classical form expressing romantic devotion, associated with Lucknow and Banaras","Devotional song form, simpler structure, accessible to all","Hindustani Compositions","indian_classical","beginner","Khayal: Most popular vocal form, allows extensive improvisation. Tempo: Bada Khayal (vilambit/slow) and Chhota Khayal (drut/fast).","",""
"gen-indian-hindustani-compositions-003","3","What is ""Thumri"" in Hindustani music?","Light classical form expressing romantic devotion, associated with Lucknow and Banaras","Oldest surviving form of Hindustani classical music, has 4 sections: Sthayi, Antara, Sanchari, Abhog","Devotional song form, simpler structure, accessible to all","Poetic form set to music, Urdu poetry with musical rendering","Hindustani Compositions","indian_classical","beginner","Thumri: Light classical form expressing romantic devotion, associated with Lucknow and Banaras. Tempo: Slow to medium.","",""
"gen-indian-hindustani-compositions-004","4","What is ""Tarana"" in Hindustani music?","Fast-paced composition using meaningless syllables like ta, na, dir, dir","Most popular vocal form, allows extensive improvisation","Oldest surviving form of Hindustani classical music, has 4 sections: Sthayi, Antara, Sanchari, Abhog","Fast ornamental vocal style originating from Punjab, known for quick taans","Hindustani Compositions","indian_classical","beginner","Tarana: Fast-paced composition using meaningless syllables like ta, na, dir, dir. Tempo: Drut (fast).","",""
"gen-indian-hindustani-compositions-005","5","What is ""Tappa"" in Hindustani music?","Fast ornamental vocal style originating from Punjab, known for quick taans","Light classical form similar to thumri but lighter, set to Dadra tala","Devotional song form, simpler structure, accessible to all","Poetic form set to music, Urdu poetry with musical rendering","Hindustani Compositions","indian_classical","beginner","Tappa: Fast ornamental vocal style originating from Punjab, known for quick taans. Tempo: Fast.","",""
"gen-indian-hindustani-compositions-006","6","What are the two types of Khayal based on tempo?","Bada Khayal (slow/vilambit) and Chhota Khayal (fast/drut)","Sthayi Khayal and Antara Khayal","Dhrupad Khayal and Thumri Khayal","Vilambit Khayal and Madhya Khayal","Hindustani Compositions","indian_classical","beginner","Khayal is performed in two tempi: Bada Khayal (vilambit/slow, usually in Ektaal or Tilwada) and Chhota Khayal (drut/fast, usually in Teental).","",""
"gen-indian-hindustani-compositions-007","7","What are the four sections of a Dhrupad composition?","Sthayi, Antara, Sanchari, Abhog","Pallavi, Anupallavi, Charanam, Mangalam","Alap, Jod, Jhala, Gat","Asthayi, Antara, Alap, Taan","Hindustani Compositions","indian_classical","beginner","Dhrupad has four sections: Sthayi (theme), Antara (development to upper register), Sanchari (exploration), and Abhog (conclusion).","",""
"gen-indian-hindustani-compositions-008","8","Which Hindustani musician is known for: ""Master of Patiala Gharana, revolutionary khayal and thumri vocalist""?","Bade Ghulam Ali Khan","Bhimsen Joshi","Amir Khusrau","Kumar Gandharva","Hindustani Compositions","indian_classical","intermediate","Bade Ghulam Ali Khan (1902-1968): Master of Patiala Gharana, revolutionary khayal and thumri vocalist. Genre: Khayal, Thumri.","",""
"gen-indian-hindustani-compositions-009","9","Which Hindustani musician is known for: ""Kirana Gharana master, known for powerful khayal renditions and Abhang singing""?","Bhimsen Joshi","Kishori Amonkar","Tansen","Ravi Shankar","Hindustani Compositions","indian_classical","intermediate","Bhimsen Joshi (1922-2011): Kirana Gharana master, known for powerful khayal renditions and Abhang singing. Genre: Khayal.","",""
"gen-indian-hindustani-compositions-010","10","Which Hindustani musician is known for: ""Jaipur-Atrauli Gharana, pioneering female vocalist with distinct meditative style""?","Kishori Amonkar","Ali Akbar Khan","Tansen","Amir Khusrau","Hindustani Compositions","indian_classical","intermediate","Kishori Amonkar (1931-2017): Jaipur-Atrauli Gharana, pioneering female vocalist with distinct meditative style. Genre: Khayal.","",""
"gen-indian-hindustani-compositions-011","11","Which Hindustani musician is known for: ""Revolutionized Hindustani music with unconventional raga interpretations and folk fusion""?","Kumar Gandharva","Ali Akbar Khan","Ravi Shankar","Bade Ghulam Ali Khan","Hindustani Compositions","indian_classical","intermediate","Kumar Gandharva (1924-1992): Revolutionized Hindustani music with unconventional raga interpretations and folk fusion. Genre: Khayal.","",""
"gen-indian-hindustani-compositions-012","12","Which Hindustani vocal form uses meaningless syllables like 'ta, na, dir, dir'?","Tarana","Thumri","Dhrupad","Khayal","Hindustani Compositions","indian_classical","intermediate","Tarana is a fast-paced vocal form that uses syllables like ta, na, dir, dir (and sometimes Persian/Arabic words) instead of meaningful lyrics.","",""
"gen-indian-hindustani-compositions-013","13","Thumri is most closely associated with which two cities?","Lucknow and Banaras (Varanasi)","Delhi and Agra","Jaipur and Gwalior","Kolkata and Dhaka","Hindustani Compositions","indian_classical","intermediate","Thumri has two main styles: the Lucknow style (bol-banao, emphasis on text) and the Banaras style (bol-bant, more raga-based).","",""
"gen-indian-hindustani-compositions-014","14","Which instrument is Ravi Shankar most famous for?","Sitar","Flute","Santoor","Sarangi","Hindustani Compositions","indian_classical","advanced","Ravi Shankar (1920-2012) was a master of Instrumental (Sitar).","",""
"gen-indian-hindustani-compositions-015","15","Which form of Hindustani music is considered the oldest surviving classical vocal tradition?","Dhrupad","Khayal","Thumri","Tarana","Hindustani Compositions","indian_classical","advanced","Dhrupad is the oldest surviving form of Hindustani classical music, dating back to at least the 15th century in its current form.","",""
"gen-indian-hindustani-compositions-016","16","What is a 'Tappa' in Hindustani music?","A fast ornamental vocal style originating from Punjab, known for quick taans","A slow devotional composition in praise of gods","A rhythmic drum composition for tabla solo","A dance form accompanied by classical music","Hindustani Compositions","indian_classical","advanced","Tappa originated from the folk songs of Punjab camel riders and was refined into a classical form. It demands exceptional vocal agility.","",""
"gen-indian-hindustani-compositions-017","17","What type of Hindustani composition is a ""Dadra""?","Light classical form similar to thumri but lighter, set to Dadra tala","Fast-paced composition using meaningless syllables like ta, na, dir, dir","Poetic form set to music, Urdu poetry with musical rendering","Devotional song form, simpler structure, accessible to all","Hindustani Compositions","indian_classical","advanced","Dadra: Light classical form similar to thumri but lighter, set to Dadra tala.","",""
"gen-indian-hindustani-compositions-018","18","What type of Hindustani composition is a ""Ghazal""?","Poetic form set to music, Urdu poetry with musical rendering","Oldest surviving form of Hindustani classical music, has 4 sections: Sthayi, Antara, Sanchari, Abhog","Most popular vocal form, allows extensive improvisation","Light classical form expressing romantic devotion, associated with Lucknow and Banaras","Hindustani Compositions","indian_classical","advanced","Ghazal: Poetic form set to music, Urdu poetry with musical rendering.","",""
"gen-indian-hindustani-compositions-019","19","What type of Hindustani composition is a ""Bhajan""?","Devotional song form, simpler structure, accessible to all","Fast ornamental vocal style originating from Punjab, known for quick taans","Fast-paced composition using meaningless syllables like ta, na, dir, dir","Light classical form expressing romantic devotion, associated with Lucknow and Banaras","Hindustani Compositions","indian_classical","advanced","Bhajan: Devotional song form, simpler structure, accessible to all.","",""
"gen-indian-hindustani-compositions-020","20","What are the two main sections of a Khayal performance?","Sthayi (lower register theme) and Antara (upper register development)","Pallavi and Charanam","Alap and Gat","Arohi and Avrohi","Hindustani Compositions","indian_classical","beginner","Sthayi (lower register theme) and Antara (upper register development)","",""
"gen-indian-hindustani-compositions-021","21","Which musical form did Tansen primarily perform?","Dhrupad","Khayal","Thumri","Ghazal","Hindustani Compositions","indian_classical","beginner","Dhrupad","",""
"gen-indian-hindustani-compositions-022","22","What syllables are typically used in a Tarana composition?","Meaningless syllables like ta, na, dir, dir, and Persian/Arabic words","Regular Hindi or Urdu poetry","Sanskrit shlokas","Names of the swaras","Hindustani Compositions","indian_classical","intermediate","Meaningless syllables like ta, na, dir, dir, and Persian/Arabic words","",""
"gen-indian-hindustani-compositions-023","23","What is the 'Bol-Banao' style of Thumri?","The Lucknow style that emphasizes text interpretation and emotional expression through each word","A tabla solo technique","A fast ornamental vocal passage","A method of raga classification","Hindustani Compositions","indian_classical","intermediate","The Lucknow style that emphasizes text interpretation and emotional expression through each word","",""
"gen-indian-hindustani-compositions-024","24","What is 'Sadra' in Hindustani music?","A vocal form similar to Dhrupad but with a lighter, more playful character","A type of tabla composition","A raga performed at sunrise","A stringed instrument","Hindustani Compositions","indian_classical","advanced","A vocal form similar to Dhrupad but with a lighter, more playful character","",""
"gen-indian-hindustani-compositions-025","25","Which Hindustani composition form is most associated with the Holi festival?","Dhamar (set to 14-beat Dhamar tala, with spring-themed lyrics)","Dhrupad","Khayal","Tappa","Hindustani Compositions","indian_classical","advanced","Dhamar (set to 14-beat Dhamar tala, with spring-themed lyrics)","",""
"gen-indian-hindustani-compositions-026","26","Kumar Gandharva was revolutionary because of what approach to Hindustani music?","He broke convention by incorporating folk melodies and creating unconventional raga interpretations","He introduced Western instruments","He abolished the guru-shishya tradition","He only performed in films","Hindustani Compositions","indian_classical","advanced","He broke convention by incorporating folk melodies and creating unconventional raga interpretations","",""
"gen-indian-hindustani-compositions-027","27","What is the role of the 'Sarangi' in traditional Hindustani vocal performance?","It serves as the primary melodic accompaniment, closely following the vocalist's phrases","It provides the rhythmic cycle","It plays the drone","It is only used in instrumental concerts","Hindustani Compositions","indian_classical","intermediate","It serves as the primary melodic accompaniment, closely following the vocalist's phrases","",""
"gen-indian-hindustani-compositions-028","28","Ali Akbar Khan was a renowned master of which instrument?","Sarod","Sitar","Flute","Tabla","Hindustani Compositions","indian_classical","intermediate","Sarod","",""
"gen-indian-hindustani-compositions-029","29","What is a 'Jugalbandi' in Hindustani music?","A duet performance where two musicians (often instrumentalists) engage in musical dialogue and friendly competition","A solo tabla recital","A devotional song form","A raga performed only at night","Hindustani Compositions","indian_classical","intermediate","A duet performance where two musicians (often instrumentalists) engage in musical dialogue and friendly competition","",""
"gen-indian-hindustani-compositions-030","30","What is 'Sawaal-Jawaab' in a Hindustani performance?","A musical question-and-answer exchange between performers, often between soloist and accompanist","A written music theory exam","A type of raga classification","A specific tala pattern","Hindustani Compositions","indian_classical","advanced","A musical question-and-answer exchange between performers, often between soloist and accompanist","",""
"gen-indian-indian-classical-theory-001","1","What does the term ""Nada"" mean in Indian classical music?","The concept of musical sound; two types: Ahata (struck/audible) and Anahata (unstruck/cosmic)","Microtonal pitch; 22 shrutis recognized in Indian music per octave","13th century treatise by Sharangadeva, a comprehensive text on Indian music theory","Rhythmic cycle that provides the temporal framework for music","Indian Classical Theory","indian_classical","beginner","Nada: The concept of musical sound; two types: Ahata (struck/audible) and Anahata (unstruck/cosmic).","",""
"gen-indian-indian-classical-theory-002","2","What does the term ""Shruti"" mean in Indian classical music?","Microtonal pitch; 22 shrutis recognized in Indian music per octave","An octave; the range of seven notes from Sa to Ni","The emotional essence or mood evoked by music; nine rasas in Indian aesthetics","Melodic patterns or exercises using different swara combinations","Indian Classical Theory","indian_classical","beginner","Shruti: Microtonal pitch; 22 shrutis recognized in Indian music per octave.","",""
"gen-indian-indian-classical-theory-003","3","What does the term ""Swara"" mean in Indian classical music?","A musical note with a definite pitch; 7 swaras form the basis of Indian music","An octave; the range of seven notes from Sa to Ni","A melodic framework with specific ascending and descending patterns, characteristic phrases, and emotional content","13th century treatise by Sharangadeva, a comprehensive text on Indian music theory","Indian Classical Theory","indian_classical","beginner","Swara: A musical note with a definite pitch; 7 swaras form the basis of Indian music.","",""
"gen-indian-indian-classical-theory-004","4","What does the term ""Raga"" mean in Indian classical music?","A melodic framework with specific ascending and descending patterns, characteristic phrases, and emotional content","Rhythmic cycle that provides the temporal framework for music","Melodic patterns or exercises using different swara combinations","The emotional essence or mood evoked by music; nine rasas in Indian aesthetics","Indian Classical Theory","indian_classical","beginner","Raga: A melodic framework with specific ascending and descending patterns, characteristic phrases, and emotional content.","",""
"gen-indian-indian-classical-theory-005","5","What does the term ""Tala"" mean in Indian classical music?","Rhythmic cycle that provides the temporal framework for music","Melodic patterns or exercises using different swara combinations","An octave; the range of seven notes from Sa to Ni","The emotional essence or mood evoked by music; nine rasas in Indian aesthetics","Indian Classical Theory","indian_classical","beginner","Tala: Rhythmic cycle that provides the temporal framework for music.","",""
"gen-indian-indian-classical-theory-006","6","What does the term ""Saptak"" mean in Indian classical music?","An octave; the range of seven notes from Sa to Ni","The concept of musical sound; two types: Ahata (struck/audible) and Anahata (unstruck/cosmic)","Microtonal pitch; 22 shrutis recognized in Indian music per octave","A musical note with a definite pitch; 7 swaras form the basis of Indian music","Indian Classical Theory","indian_classical","beginner","Saptak: An octave; the range of seven notes from Sa to Ni.","",""
"gen-indian-indian-classical-theory-007","7","What does the term ""Alankar"" mean in Indian classical music?","Melodic patterns or exercises using different swara combinations","The emotional essence or mood evoked by music; nine rasas in Indian aesthetics","Rhythmic cycle that provides the temporal framework for music","A melodic framework with specific ascending and descending patterns, characteristic phrases, and emotional content","Indian Classical Theory","indian_classical","beginner","Alankar: Melodic patterns or exercises using different swara combinations.","",""
"gen-indian-indian-classical-theory-008","8","What are the two types of Nada (musical sound) in Indian music philosophy?","Ahata (struck/audible) and Anahata (unstruck/cosmic)","Shuddha (pure) and Vikrita (altered)","Mandra (low) and Tara (high)","Vadi (primary) and Samvadi (secondary)","Indian Classical Theory","indian_classical","beginner","Ahata nada is physical, audible sound produced by striking or blowing. Anahata nada is the cosmic, unstruck sound — a philosophical concept.","",""
"gen-indian-indian-classical-theory-009","9","In terms of ""Classification system"", what system does Carnatic music use?","72 Melakarta ragas","10 Thaat system","Gamakas (systematic, integral)","Suladi Sapta Tala (35 talas)","Indian Classical Theory","indian_classical","intermediate","Classification system: Carnatic uses 72 Melakarta ragas, while Hindustani uses 10 Thaat system.","",""
"gen-indian-indian-classical-theory-010","10","In terms of ""Ornamentation"", what system does Carnatic music use?","Gamakas (systematic, integral)","Meend, murki, kan (more flexible)","More composition-oriented","More improvisation-oriented","Indian Classical Theory","indian_classical","intermediate","Ornamentation: Carnatic uses Gamakas (systematic, integral), while Hindustani uses Meend, murki, kan (more flexible).","",""
"gen-indian-indian-classical-theory-011","11","In terms of ""Rhythm system"", what system does Carnatic music use?","Suladi Sapta Tala (35 talas)","Theka-based talas","Tanpura","More improvisation-oriented","Indian Classical Theory","indian_classical","intermediate","Rhythm system: Carnatic uses Suladi Sapta Tala (35 talas), while Hindustani uses Theka-based talas.","",""
"gen-indian-indian-classical-theory-012","12","In terms of ""Main vocal form"", what system does Carnatic music use?","Kriti","Khayal","Mridangam","Tabla","Indian Classical Theory","indian_classical","intermediate","Main vocal form: Carnatic uses Kriti, while Hindustani uses Khayal.","",""
"gen-indian-indian-classical-theory-013","13","In terms of ""Composition vs improvisation"", what system does Carnatic music use?","More composition-oriented","More improvisation-oriented","10 Thaat system","72 Melakarta ragas","Indian Classical Theory","indian_classical","intermediate","Composition vs improvisation: Carnatic uses More composition-oriented, while Hindustani uses More improvisation-oriented.","",""
"gen-indian-indian-classical-theory-014","14","In terms of ""Primary percussion"", what system does Carnatic music use?","Mridangam","Tabla","72 Melakarta ragas","Tambura (or Shruti box)","Indian Classical Theory","indian_classical","intermediate","Primary percussion: Carnatic uses Mridangam, while Hindustani uses Tabla.","",""
"gen-indian-indian-classical-theory-015","15","In terms of ""Primary string instrument"", what does Hindustani music use?","Sitar","Veena (Saraswati)","More improvisation-oriented","Meend, murki, kan (more flexible)","Indian Classical Theory","indian_classical","intermediate","Primary string instrument: Hindustani uses Sitar, while Carnatic uses Veena (Saraswati).","",""
"gen-indian-indian-classical-theory-016","16","In terms of ""Concert format"", what does Hindustani music use?","Mehfil or Baithak (flexible format)","Kutcheri (structured format)","10 Thaat system","Veena (Saraswati)","Indian Classical Theory","indian_classical","intermediate","Concert format: Hindustani uses Mehfil or Baithak (flexible format), while Carnatic uses Kutcheri (structured format).","",""
"gen-indian-indian-classical-theory-017","17","In terms of ""Drone instrument"", what does Hindustani music use?","Tanpura","Tambura (or Shruti box)","Hindi, Urdu, Braj Bhasha","10 Thaat system","Indian Classical Theory","indian_classical","intermediate","Drone instrument: Hindustani uses Tanpura, while Carnatic uses Tambura (or Shruti box).","",""
"gen-indian-indian-classical-theory-018","18","In terms of ""Language of compositions"", what does Hindustani music use?","Hindi, Urdu, Braj Bhasha","Telugu, Sanskrit, Tamil, Kannada","Veena (Saraswati)","Tabla","Indian Classical Theory","indian_classical","intermediate","Language of compositions: Hindustani uses Hindi, Urdu, Braj Bhasha, while Carnatic uses Telugu, Sanskrit, Tamil, Kannada.","",""
"gen-indian-indian-classical-theory-019","19","What is the ""Natyashastra"" in Indian music history?","Ancient treatise by Bharata Muni (c. 200 BCE-200 CE) describing performing arts including music","Melodic patterns or exercises using different swara combinations","An octave; the range of seven notes from Sa to Ni","Microtonal pitch; 22 shrutis recognized in Indian music per octave","Indian Classical Theory","indian_classical","intermediate","Natyashastra: Ancient treatise by Bharata Muni (c. 200 BCE-200 CE) describing performing arts including music.","",""
"gen-indian-indian-classical-theory-020","20","What is the ""Sangita Ratnakara"" in Indian music history?","13th century treatise by Sharangadeva, a comprehensive text on Indian music theory","A musical note with a definite pitch; 7 swaras form the basis of Indian music","Microtonal pitch; 22 shrutis recognized in Indian music per octave","Melodic patterns or exercises using different swara combinations","Indian Classical Theory","indian_classical","intermediate","Sangita Ratnakara: 13th century treatise by Sharangadeva, a comprehensive text on Indian music theory.","",""
"gen-indian-indian-classical-theory-021","21","What is the format of a Kutcheri (Carnatic) concert?","Structured format: Varnam, Kritis in ascending raga weight, Main piece (Ragam Tanam Pallavi), lighter pieces, Mangalam (closing)","Flexible format: Alap-Jod-Jhala, Vilambit (slow) composition, Drut (fast) composition, lighter pieces","A free-form jam session with no set structure","A competition where musicians take turns performing","Indian Classical Theory","indian_classical","intermediate","Kutcheri (Carnatic): Structured format: Varnam, Kritis in ascending raga weight, Main piece (Ragam Tanam Pallavi), lighter pieces, Mangalam (closing).","",""
"gen-indian-indian-classical-theory-022","22","What is the format of a Mehfil/Baithak (Hindustani) concert?","Flexible format: Alap-Jod-Jhala, Vilambit (slow) composition, Drut (fast) composition, lighter pieces","A competition where musicians take turns performing","A free-form jam session with no set structure","Structured format: Varnam, Kritis in ascending raga weight, Main piece (Ragam Tanam Pallavi), lighter pieces, Mangalam (closing)","Indian Classical Theory","indian_classical","intermediate","Mehfil/Baithak (Hindustani): Flexible format: Alap-Jod-Jhala, Vilambit (slow) composition, Drut (fast) composition, lighter pieces.","",""
"gen-indian-indian-classical-theory-023","23","How many shrutis per octave does the Indian classical system recognize?","22","12","16","24","Indian Classical Theory","indian_classical","advanced","The Natyashastra describes 22 shrutis per octave, which is a finer division than the 12 semitones in Western equal temperament.","",""
"gen-indian-indian-classical-theory-024","24","Which ancient text first described the theory of Rasa (aesthetic emotion) in performing arts?","Natyashastra by Bharata Muni","Sangita Ratnakara by Sharangadeva","Arthashastra by Kautilya","Brihaddeshi by Matanga","Indian Classical Theory","indian_classical","advanced","The Natyashastra (c. 200 BCE-200 CE) introduced the Rasa theory, originally describing 8 rasas (Shanta was added later).","",""
"gen-indian-indian-classical-theory-025","25","Which rasa represents ""Fear/Terror""?","Bhayanaka","Raudra","Bibhatsa","Veera","Indian Classical Theory","indian_classical","advanced","Bhayanaka rasa represents Fear/Terror.","",""
"gen-indian-indian-classical-theory-026","26","Which rasa represents ""Disgust/Aversion""?","Bibhatsa","Shringara","Shanta","Hasya","Indian Classical Theory","indian_classical","advanced","Bibhatsa rasa represents Disgust/Aversion.","",""
"gen-indian-indian-classical-theory-027","27","Which rasa represents ""Wonder/Amazement""?","Adbhuta","Bibhatsa","Raudra","Shanta","Indian Classical Theory","indian_classical","advanced","Adbhuta rasa represents Wonder/Amazement.","",""
"gen-indian-indian-classical-theory-028","28","Which rasa represents ""Peace/Tranquility""?","Shanta","Hasya","Adbhuta","Raudra","Indian Classical Theory","indian_classical","advanced","Shanta rasa represents Peace/Tranquility.","",""
"gen-indian-indian-classical-theory-029","29","The Sangita Ratnakara by Sharangadeva is considered a bridge between which two traditions?","Carnatic and Hindustani — it was written before the two systems diverged completely","Indian and Persian musical traditions","Vocal and instrumental traditions","Sacred and secular musical traditions","Indian Classical Theory","indian_classical","advanced","The Sangita Ratnakara (13th century) was composed before the full split of Indian music into Carnatic and Hindustani systems, making it relevant to both.","",""
"gen-indian-indian-classical-theory-030","30","What is 'Brihaddeshi' and why is it historically significant?","A treatise by Matanga (c. 6th-8th century) that first used the term 'Raga' in its modern musical sense","A collection of 1,000 compositions by Tansen","The first notation system for Indian music","A treatise describing the 72 Melakarta ragas","Indian Classical Theory","indian_classical","advanced","Brihaddeshi by Matanga is one of the earliest texts to define the concept of Raga as a melodic entity, bridging ancient and medieval Indian music theory.","",""
"gen-indian-indian-classical-theory-031","31","What is the fundamental difference between Carnatic and Hindustani music in terms of raga classification?","Carnatic uses 72 Melakarta parent ragas; Hindustani uses 10 Thaat parent scales","They use the same classification system","Carnatic has 10 ragas and Hindustani has 72","Neither system has a parent classification","Indian Classical Theory","indian_classical","beginner","Carnatic uses 72 Melakarta parent ragas; Hindustani uses 10 Thaat parent scales","",""
"gen-indian-indian-classical-theory-032","32","What is 'Guru-Shishya Parampara' in Indian classical music?","The traditional teacher-student lineage system of oral musical transmission","A type of musical composition","A rhythmic cycle","A raga classification method","Indian Classical Theory","indian_classical","beginner","The traditional teacher-student lineage system of oral musical transmission","",""
"gen-indian-indian-classical-theory-033","33","Which instrument is commonly called the 'king of instruments' in Carnatic music?","Veena (Saraswati Veena)","Mridangam","Violin","Flute","Indian Classical Theory","indian_classical","intermediate","Veena (Saraswati Veena)","",""
"gen-indian-indian-classical-theory-034","34","When did Carnatic and Hindustani music begin to diverge into distinct systems?","Around the 12th-13th century, with the advent of Islamic cultural influence in North India","They were always separate systems","In the 20th century","During the Vedic period","Indian Classical Theory","indian_classical","intermediate","Around the 12th-13th century, with the advent of Islamic cultural influence in North India","",""
"gen-indian-indian-classical-theory-035","35","What is 'Shruti' in the context of Indian classical music performance?","The base pitch or tonic to which all instruments and voices are tuned","A type of composition","A rhythmic pattern","A vocal ornament","Indian Classical Theory","indian_classical","beginner","The base pitch or tonic to which all instruments and voices are tuned","",""
"gen-indian-indian-classical-theory-036","36","What does 'Raga Alapana' (Carnatic) or 'Alap' (Hindustani) establish?","The mood, structure, and character of the raga through slow, unmetered melodic exploration","The rhythmic cycle of the performance","The key signature of the piece","The tempo for the entire concert","Indian Classical Theory","indian_classical","intermediate","The mood, structure, and character of the raga through slow, unmetered melodic exploration","",""
"gen-indian-indian-classical-theory-037","37","What role does the 'drone' play in Indian classical music?","It provides a constant tonal reference (usually Sa and Pa) against which the raga unfolds","It sets the rhythmic tempo","It plays the melody in unison","It is only used for tuning before the concert","Indian Classical Theory","indian_classical","intermediate","It provides a constant tonal reference (usually Sa and Pa) against which the raga unfolds","",""
"gen-indian-indian-classical-theory-038","38","Which rasa (aesthetic emotion) is considered the 'king of rasas' in Indian aesthetics?","Shringara (love/romance)","Shanta (peace)","Veera (heroism)","Karuna (compassion)","Indian Classical Theory","indian_classical","advanced","Shringara (love/romance)","",""
"gen-indian-indian-classical-theory-039","39","What is the significance of the number 22 in Indian music theory?","There are 22 shrutis (microtonal intervals) recognized within one octave","There are 22 ragas in the basic system","There are 22 talas","There are 22 types of compositions","Indian Classical Theory","indian_classical","advanced","There are 22 shrutis (microtonal intervals) recognized within one octave","",""
"gen-indian-indian-classical-theory-040","40","A raga's 'pakad' refers to what?","Its characteristic melodic phrase that instantly identifies the raga","Its time of performance","Its parent scale","Its rhythmic pattern","Indian Classical Theory","indian_classical","beginner","The pakad is the musical 'signature' of a raga — a short phrase that captures its essence.","",""
"gen-indian-hindustani-ragas-035","35","If you hear the phrase Ni-Re-Ga-Ma-Pa in a Hindustani performance, which raga is most likely being played?","Yaman","Bhairav","Todi","Kafi","Hindustani Ragas","indian_classical","intermediate","The ascending phrase Ni-Re-Ga-Ma (with tivra Ma) is the characteristic pakad of Raga Yaman.","",""
"gen-indian-carnatic-ragas-035","35","The phrase Sa-Ga-Ma-Pa-Ni-Sa (ascending, pentatonic) is characteristic of which Carnatic raga?","Mohanam","Hamsadhwani","Kalyani","Shankarabharanam","Carnatic Ragas","indian_classical","intermediate","Mohanam is an audava (pentatonic) raga with Sa-Ri-Ga-Pa-Da — but the ascending feel of Sa-Ga-Ma-Pa is its signature.","",""
"gen-indian-carnatic-theory-083","83","What is 'Sarali Varisai' in Carnatic music education?","Basic ascending/descending swara exercises — the first lessons every student learns","A type of composition","An advanced raga exploration technique","A rhythmic cycle","Carnatic Theory","indian_classical","beginner","Sarali Varisai are the foundational exercises in Carnatic music — straight-line swara patterns that build pitch accuracy.","",""
