"set_id","question_number","question_text","correct_answer","wrong_answer_1","wrong_answer_2","wrong_answer_3","category","quiz_type","difficulty","explanation","improvement_note","youtube_title","sources_and_notes","","","","","","","","","",""
"theory-jazz-ext","11","What is modal jazz and how does it differ from bebop?","Modal jazz uses modes (scales) as harmonic frameworks for extended improvisation rather than rapidly changing chord changes; popularized by Miles Davis","Modal jazz has no improvisation — soloists play through written modes","Modal jazz uses only minor modes; bebop uses only major modes","Modal jazz is faster than bebop due to simpler harmonic thinking","Jazz Theory","music_theory","intermediate","Modal jazz (Miles Davis's 'Kind of Blue,' 1959) slows harmonic rhythm to one or two chords per section, allowing soloists to explore a single mode or scale in depth rather than navigating fast-moving chord changes. It created more space, lyrical phrasing, and a meditative quality.","Kind of Blue' is the best introduction to modal jazz: 'So What' uses D Dorian for 16 bars, then Eb Dorian for 8 bars. Instead of 'playing changes,' you improvise within one scale for an extended time. The challenge shifts from harmonic navigation to melodic invention within a single modal framework. This opened the door to all subsequent jazz styles.

Add a transcription exercise: choose a 4-8 bar excerpt from a jazz recording that demonstrates this concept for students to transcribe.","","Mark Levine, The Jazz Theory Book, Ch. 7-14. David Liebman, A Chromatic Approach to Jazz Harmony and Melody (Advance Music). iReal Pro.","","","","","","","","","",""
"theory-jazz-ext","12","What are the 'Coltrane changes' and which song made them famous?","A system of major 3rd key-center substitutions (chromatic mediant) cycling through three keys a major 3rd apart to replace standard II-V-I motion; from 'Giant Steps'","A chord progression using only dominant 7th chords a half step apart","A bebop substitution using tritone subs on every chord","A set of modal drone patterns Coltrane developed for Eastern-influenced music","Jazz Theory","music_theory","advanced","Coltrane changes divide the octave into three equal parts (major 3rds: C-E-Ab-C), substituting these three tonic centers for a standard II-V-I. In 'Giant Steps,' the chords move: Bmaj7-D7-Gmaj7-Bb7-Ebmaj7-Am7-D7... cycling through B, G, and Eb major. The rapid movement (2 chords per bar) at high speed tested every improviser of the era.","Giant Steps analysis: three key centers (B, G, Eb) each a major 3rd apart, dividing the octave into thirds. The standard II-V-I in C is replaced by these three simultaneously resolving tonal centers. Practice by learning the arpeggios of Bmaj7, Gmaj7, and Ebmaj7 then the dominant chords connecting them. Coltrane's own solo on the recording remains the definitive model.

Include a historical development note: trace how this concept evolved from swing → bebop → post-bop → contemporary jazz.","","David Liebman, A Chromatic Approach to Jazz Harmony and Melody (Advance Music). Barry Harris workshop materials. Berklee Jazz Piano Voicings.","","","","","","","","","",""
"theory-jazz-ext","13","What is a 'rhythm changes' form in jazz?","A 32-bar AABA form based on the chord changes of Gershwin's 'I Got Rhythm'; one of the most common jazz standard frameworks","A form specific to bossa nova using a 16-bar rhythm ostinato","A blues form using only I7 and V7 alternating","A 12-bar form based on the rhythm section's groove rather than melody","Jazz Theory","music_theory","intermediate","Rhythm changes (from Gershwin's 'I Got Rhythm,' 1930) is a 32-bar AABA form with a characteristic A section progression (Bb: Bbmaj7-Gm7-Cm7-F7 or similar) and a B section (bridge) cycling through dominant 7th chords a perfect 4th apart (D7-G7-C7-F7). Hundreds of jazz compositions ('Oleo,' 'Anthropology,' 'Moose the Mooche') are written over rhythm changes.","Rhythm changes bridge: D7-G7-C7-F7 (each dominant 7th chord moving down a perfect 5th toward Bb tonic). This 8-bar bridge cycle is one of the most important harmonic patterns in jazz — learn to improvise Mixolydian scale over each dominant. The A sections use I-vi-ii-V variations. Once you know rhythm changes, you know the harmonic framework for hundreds of tunes.

Add a cross-era comparison: contrast how this concept is applied differently in bebop, modal jazz, and contemporary fusion.","","Berklee Jazz Harmony (Ted Pease & Ken Pullig). Jazzadvice.com application articles. Recommended: transcribe a 4-bar excerpt demonstrating this concept.","","","","","","","","","",""
"theory-jazz-ext","14","What is a 'sus chord' in jazz and how does it function differently from a dominant 7th?","A dominant chord with the 4th replacing the 3rd (e.g., G7sus4 = G-C-D-F), creating ambiguous unresolved tension without the tritone's strong pull","A chord where all notes are sustained indefinitely with the pedal","A chord that only resolves down a half step","A chord voicing placing the 5th in the bass for instability","Jazz Theory","music_theory","intermediate","A sus chord (suspended 4th) replaces the 3rd with the 4th, eliminating the tritone between the 3rd and 7th that defines dominant function. G7sus4 (G-C-D-F) lacks the B-F tritone of G7, creating a more ambiguous, floating quality. In jazz and funk, sus chords create groovy harmonic stasis without demanding resolution.","G7sus4: G-C-D-F. Compare G7: G-B-D-F. The B is replaced by C. Without B, the tritone (B-F) disappears — no strong resolution urge. Sus chords float. Herbie Hancock's 'Maiden Voyage' is built on 4 sus chords creating a drifting, ocean-like atmosphere. In funk, the I7sus4 vamp (like 'Chameleon' by Herbie Hancock) creates groove through harmonic suspension.

Include an instrument-specific note: explain how a bassist or pianist would specifically apply this concept in their role.","","Ron Miller, Modal Jazz Composition and Harmony (Advance Music). iReal Pro app. Recommended listening: John Coltrane late 1950s and early 1960s recordings.","","","","","","","","","",""
"theory-jazz-ext","15","What is 'outside playing' and which jazz musicians are associated with it?","Deliberately playing notes outside the current key or chord for tension, then resolving back inside; associated with Coltrane, Miles Davis's quintet, and Ornette Coleman","Playing music that is not jazz (outside the genre)","Playing in a different key than the rhythm section without resolving","Improvising without any reference to chord changes","Jazz Theory","music_theory","advanced","Outside' playing intentionally violates the harmonic framework for expressive effect. Techniques include playing a half step above the chord, superimposing a different key, or using the tritone substitute's scale. The key is resolution — returning 'inside' makes the outside moment sound intentional rather than just wrong.","Practice outside playing: play your normal ii-V-I lick, then repeat it a half step higher (outside), then resolve back to the tonic. The brief outside moment adds spice and surprise. Miles Davis's second great quintet (with Shorter, Hancock, Carter, Williams) pioneered 'time, no changes' — floating harmonically, playing both inside and outside simultaneously. Start small: one outside note per phrase, resolved confidently.

Add a curriculum sequencing note: at which stage of jazz education should this concept be introduced and what prerequisites apply?","","Matt Otto, Melodic Minor (mattotto.org). Ben Monder, Modern Chord Voicings (Mel Bay). International Society for Jazz Research publications.","","","","","","","","","",""
"theory-jazz-ext","16","What is the Lydian Chromatic Concept developed by George Russell?","A theoretical framework proposing that all tonal music gravitates toward a Lydian center (with raised 4th) rather than Ionian, with 7 scales organized by chromatic distance from the center","A system for improvising freely without chord changes","A method of transposing all jazz standards to the Lydian mode","A bebop technique using the Lydian scale over dominant chords exclusively","Jazz Theory","music_theory","advanced","George Russell's 1953 'Lydian Chromatic Concept of Tonal Organization' proposed that the Lydian scale (with its raised 4th forming a perfect relationship to the overtone series) is the primary tonal gravity rather than the Ionian (major) scale. This concept directly influenced Miles Davis's modal jazz and '""Kind of Blue.'","Miles Davis studied the LCC with George Russell before creating 'Kind of Blue.' Russell proposed that instead of asking 'what scale fits this chord,' ask 'what chord fits this scale' — inverting the relationship between scales and chords. Lydian mode's raised 4th creates a tritone relationship to the root that is more 'complete' in terms of the overtone series. A revolutionary theoretical reframe.

Add a Levine cross-reference: cite the specific chapter in Mark Levine's The Jazz Theory Book that covers this concept in depth.","","Mark Levine, The Jazz Theory Book (complete reference). George Russell, Lydian Chromatic Concept (Concept Publishing). Berklee Advanced Jazz Harmony.","","","","","","","","","",""
"theory-jazz-ext","17","What is free jazz and which artist released the landmark 1960 free jazz album?","Music with no fixed meter, form, or harmonic structure, organized by collective improvisation and personal expression; Ornette Coleman released the album 'Free Jazz' in 1960","Jazz played without a rhythm section (piano, bass, drums)","Jazz improvised over free-form poetry","Jazz using no written material whatsoever — every performance completely unrepeatable","Jazz Theory","music_theory","advanced","Free jazz (Ornette Coleman, Albert Ayler, Cecil Taylor, early John Coltrane on 'Ascension') abandoned fixed time, key, and form. The musicians improvise collectively, responding to each other in real time. It was radical, controversial, and deeply influential on all subsequent avant-garde music.","Ornette Coleman's 'The Shape of Jazz to Come' (1959) and 'Free Jazz' (1960) are entry points. Coleman called his approach 'harmolodics' — melody, harmony, and rhythm as equal, simultaneous elements. Before dismissing free jazz, listen carefully: there IS structure, just not predetermined structure. It's the difference between a spoken script and a live conversation.

Include a historical development note: trace how this concept evolved from swing → bebop → post-bop → contemporary jazz.","","David Liebman, A Chromatic Approach to Jazz Harmony and Melody (Advance Music). Barry Harris workshop materials. Berklee Jazz Piano Voicings.","","","","","","","","","",""
"theory-jazz-ext","18","What is a 'walking bass line' and what principles govern its construction?","A bass line moving in quarter notes, primarily outlining chord tones on strong beats with chromatic or scale approach notes on weak beats to create forward motion","A bass line played only on beats 1 and 3","A bass line doubling the piano's left hand throughout the piece","A bass line played staccato to imitate walking footsteps","Jazz Theory","music_theory","intermediate","A walking bass line provides harmonic clarity (chord tones on beats 1 and 3) and rhythmic momentum (steady quarter notes). Beat 1 = root (usually); beats 2-4 = guide tones (3rd, 5th, 7th) and chromatic approach notes that 'walk' into the next chord.","Walking bass rules: (1) land on a strong chord tone (often root) on beat 1 of each chord change; (2) use the 3rd, 5th, or 7th on beat 3; (3) use chromatic approach notes (half step below or above the next beat 1 note) on beat 4; (4) keep the rhythm perfectly even. Listen to Paul Chambers (Miles Davis's bassist) and Ray Brown for the standard of walking bass lines.

Add a cross-era comparison: contrast how this concept is applied differently in bebop, modal jazz, and contemporary fusion.","","Berklee Jazz Harmony (Ted Pease & Ken Pullig). Jazzadvice.com application articles. Recommended: transcribe a 4-bar excerpt demonstrating this concept.","","","","","","","","","",""
"theory-jazz-ext","19","What is a 'jazz blues' and how does it differ from a standard 12-bar blues?","Jazz blues uses richer chord substitutions (IV7 in bar 2, ii-V in bars 9-10, turnarounds) vs standard blues which uses simpler I7-IV7-V7 changes","Jazz blues has 16 bars; standard blues has 12 bars","Jazz blues is played in minor; standard blues is played in major","Jazz blues uses no dominant 7th chords, only jazz extensions","Jazz Theory","music_theory","advanced","Jazz blues in F: F7(1-2)-Bb7(3-4, IV in bar 3, not bar 5)-F7(5-6)-Cm7-F7(7-8)-Bb7(9)-Bdim7(10)-F7/C-D7(11)-Gm7-C7(12, turnaround). These substitutions give jazz blues a richer harmonic palette while maintaining the 12-bar framework. Bird Blues ('Blues for Alice') takes this even further with chromatic II-V substitutions on every bar.","Compare Charlie Parker's 'Blues for Alice' (F blues with maximum chord substitutions: the I chord at bar 1 becomes just the starting point for a cascade of II-V chains descending through every bar) to a simple F7-Bb7-C7 blues. Both are 12-bar blues, but Parker's version is harmonically as rich as any standard. Learn the 'jazz blues changes' in F, Bb, and Ab — these are the most common jazz blues keys.

Include a cross-genre application: how has this jazz concept influenced contemporary pop, R&B, neo-soul, or film scoring?","","Jerry Bergonzi, Inside Improvisation Series (Advance Music). Ted Pease, Jazz Composition (Berklee). Transcription of Herbie Hancock or Chick Corea recommended.","","","","","","","","","",""
"theory-jazz-ext","20","What is a 'chord-scale' relationship in jazz improvisation?","The principle that each chord in a progression has one or more scales that complement it, guiding scale choice for improvisation over changing harmonies","The idea that chords and scales are completely independent and unrelated","A system for converting chord symbols into scale degrees for sight-singing","The rule that only the scale from which a chord is derived can be played over it","Jazz Theory","music_theory","advanced","Chord-scale theory (developed at Berklee and by George Russell) maps each chord type to compatible scales: Imaj7 = Ionian or Lydian; ii7 = Dorian; V7 = Mixolydian or Lydian Dominant; iiø7 (half-dim) = Locrian #2. Knowing these relationships allows systematic scale choices over any chord in any progression.","Practical chord-scale pairs: Cmaj7 → C Ionian or C Lydian (#4 for color); Dm7 → D Dorian; G7 → G Mixolydian (basic) or G Lydian Dominant (#4, b7 for inside/outside blend); Am7 → A Aeolian; Bm7b5 → B Locrian or B Locrian #2. Start with one scale per chord quality and expand from there. Chord-scale theory is a map, not a law — use it as a starting point.

Add a curriculum sequencing note: at which stage of jazz education should this concept be introduced and what prerequisites apply?","","Matt Otto, Melodic Minor (mattotto.org). Ben Monder, Modern Chord Voicings (Mel Bay). International Society for Jazz Research publications.","","","","","","","","","",""
"theory-jazz-ext","21","What does 'playing in the pocket' mean in jazz and funk?","Playing in perfect rhythmic synchronization with the groove, slightly behind the beat with authority, creating a deep, locked-in feel","Playing only chord tones with no passing notes","Playing as many notes as possible to fill every space","Playing with extremely precise timing ahead of the beat for excitement","Jazz Theory","music_theory","intermediate","In the pocket' describes rhythmic placement that feels maximally groovy — typically slightly behind the mathematical beat, creating a relaxed, powerful feel. James Brown's band, Motown session musicians (the Funk Brothers), and early Miles Davis rhythm sections (Tony Williams, Ron Carter) defined pocket playing.","Feel the pocket by recording yourself with a metronome and listening back. Are you rushing (ahead of the click) or dragging (behind)? Either extreme sounds uncomfortable. The 'pocket' is slightly but intentionally behind the beat — it sounds relaxed and inevitable. Practice with a metronome, then with backing tracks, and develop awareness of where you sit relative to the beat.

Add a transcription exercise: choose a 4-8 bar excerpt from a jazz recording that demonstrates this concept for students to transcribe.","","Mark Levine, The Jazz Theory Book, Ch. 7-14. David Liebman, A Chromatic Approach to Jazz Harmony and Melody (Advance Music). iReal Pro.","","","","","","","","","",""
"theory-jazz-ext","22","What is a 'chord substitution' in jazz harmony?","Replacing a chord in a progression with a different chord that serves a similar harmonic function while adding color or reharmonization variety","Changing the key of the piece temporarily","Omitting a chord from the progression for rhythmic variety","Playing the same chord voicing but in a different register","Jazz Theory","music_theory","intermediate","Chord substitutions are the hallmark of jazz sophistication. Common types: tritone substitution (Db7 for G7), secondary dominants, borrowed chords (from parallel minor), and diatonic substitutions (iii for I, vi for I). Each maintains harmonic plausibility while adding color.","Key substitution types: (1) Tritone sub: any dominant 7th → dominant 7th a tritone away (G7→Db7). (2) Relative sub: major → relative minor (Cmaj7→Am7). (3) Secondary dominant: add V7 before any diatonic chord. (4) Modal interchange: borrow from parallel minor (F→Fm). Learning these four types gives you the toolkit for any reharmonization.

Include a play-along application: create an iReal Pro chart or backing track for students to practice this concept in real time.","","Aebersold Play-Along Series (Vol. 3, 6, 7, 8). Jerry Coker, Improvising Jazz. Recommended: study how Bill Evans applies this concept in his trio recordings.","","","","","","","","","",""
"theory-key-sigs-ext","1","How many sharps does D major have and what are they?","2 sharps: F# and C#","1 sharp: F#","3 sharps: F#, C#, G#","4 sharps: F#, C#, G#, D#","Key Signatures","music_theory","beginner","D major has 2 sharps: F# and C#. The order of sharps is FCGDAEB (Fat Cats Go Down Alleys Eating Bread), so D major uses the first two: F# and C#. The 7th degree of D major (C#) is the last sharp, confirming D major.","Sharps formula: each sharp key adds one new sharp following the FCGDAEB order. G major (1#): F#. D major (2#): F#, C#. A major (3#): F#, C#, G#. E major (4#): F#, C#, G#, D#. B major (5#): F#, C#, G#, D#, A#. F# major (6#): all but B#. Memorize FCGDAEB and you can reconstruct any sharp key signature.

Reference the circle of fifths: mark this key's position and show its closest neighbours (dominant and subdominant keys).","","Alfred's Essentials of Music Theory, Book 2. ABRSM Theory Grade 1-3. musictheory.net — interactive key signature tool. Circle of Fifths poster.","","","","","","","","","",""
"theory-key-sigs-ext","2","How many flats does F major have and what is the flat?","1 flat: Bb","2 flats: Bb and Eb","3 flats: Bb, Eb, Ab","No flats — F major uses all natural notes","Key Signatures","music_theory","beginner","F major has one flat: Bb. The order of flats is BEADGCF (Battle Ends And Down Goes Charles' Father), and F major uses only the first one: Bb. The Bb is the 4th degree of F major.","Flats formula: each flat key adds one new flat following BEADGCF order. F major (1b): Bb. Bb major (2b): Bb, Eb. Eb major (3b): Bb, Eb, Ab. Ab major (4b): Bb, Eb, Ab, Db. Db major (5b): Bb, Eb, Ab, Db, Gb. Cb major (7b): all seven. Memorize BEADGCF and you can reconstruct any flat key signature.

Include a mnemonic: for sharps — Father Charles Goes Down And Ends Battle; for flats — Battle Ends And Down Goes Charles' Father.","","Hal Leonard Music Theory Workbook. ABRSM Grade 2-3. Mnemonic: 'Father Charles Goes Down And Ends Battle' (sharps). Staff paper key signature drills.","","","","","","","","","",""
"theory-key-sigs-ext","3","What is the relative minor of G major?","E minor","B minor","D minor","A minor","Key Signatures","music_theory","beginner","The relative minor of any major key starts on the 6th degree of that major scale. G major scale: G-A-B-C-D-E-F#. The 6th note is E, so E minor is the relative minor of G major. Both G major and E minor share one sharp (F#).","Quick method: go down 3 half steps from the major tonic (or count up 6 scale degrees). G → F# → F → E = E minor. Verify: G major = 1 sharp (F#); E minor = 1 sharp (F#). ✓ Same key signature = relative keys. The parallel minor of G major (G minor) is different — it uses Bb, Eb.

Add a writing exercise: ask students to notate this key signature on a treble and bass clef staff from memory.","","Alfred's Essentials of Music Theory. Key signature flashcards (Hal Leonard). ABRSM Grade 2-4. Tenuto app — key signature identification exercises.","","","","","","","","","",""
"theory-key-sigs-ext","4","How do you identify the major key from a sharp key signature?","The key is one half step above the last sharp","The key is the note of the last sharp","The key is the relative minor of the last sharp","The key is a perfect 5th below the last sharp","Key Signatures","music_theory","beginner","The easiest sharp key rule: the last sharp in the key signature is the 7th degree (leading tone) of the major key — one half step below the tonic. So: add a half step to the last sharp to find the key. Example: last sharp = C# → C# + half step = D → D major.","Sharp key shortcut: the last sharp + one half step = the key name. Key with F# only: F# + hs = G major. Key with F#, C#: last sharp = C#, C# + hs = D major. Key with F#, C#, G#: last sharp = G#, G# + hs = A major. This works every time and is faster than counting scale degrees.

Include a scale connection: have students write the complete major scale for this key signature, marking the two half steps.","","Rockschool Grade 2-4 Theory. ABRSM Theory of Music. Practice: fill in a blank circle of fifths with key names and accidentals from memory.","","","","","","","","","",""
"theory-key-sigs-ext","5","How do you identify the major key from a flat key signature?","The second-to-last flat in the key signature is the key name (except F major which has only one flat, Bb)","The last flat in the key signature is the key name","The first flat in the key signature is always the key name","The key is a perfect 4th below the last flat","Key Signatures","music_theory","beginner","Flat key shortcut: the second-to-last flat names the major key. Key of Bb major (2 flats: Bb, Eb): second-to-last flat = Bb → Bb major. Key of Eb major (3 flats: Bb, Eb, Ab): second-to-last = Eb → Eb major. Exception: F major has only one flat (Bb), so memorize F = 1 flat separately.","Flat key shortcut: count the flats, name the second-to-last one. 2 flats = Bb major. 3 flats = Eb major. 4 flats = Ab major. 5 flats = Db major. 6 flats = Gb major. 7 flats = Cb major. Memorize F major as the one-flat exception. Practice: see a key signature with 4 flats → second-to-last flat is Ab → Ab major. Quick, reliable, and universal.

Add a relative minor link: identify the relative minor key and explain how to find it (6th degree of the major scale).","","Music Theory Workbook for All Instruments (Mark Sarnecki). ABRSM Grade 3. Practice: identify the key signature in an excerpt before analyzing the melody.","","","","","","","","","",""
"theory-key-sigs-ext","6","How many sharps does A major have?","3 sharps: F#, C#, G#","2 sharps: F#, C#","4 sharps: F#, C#, G#, D#","1 sharp: F#","Key Signatures","music_theory","intermediate","A major has 3 sharps: F#, C#, G# (the first three sharps from FCGDAEB). The 7th degree of A major is G#, which is the last sharp, confirming A major. A major's relative minor is F# minor, which also uses 3 sharps.","Verify A major: scale = A-B-C#-D-E-F#-G#-A. Three accidentals: C#, F#, G# = 3 sharps. Shortcut: last sharp is G#; G# + half step = A → A major ✓. A major is important for guitar (open A chord, A blues) and for string instruments (A, E, D strings naturally favor sharp keys).

Test both directions: key name → accidentals AND accidentals → key name — both are essential for complete mastery.","","Stefan Kostka, Tonal Harmony. ABRSM Grade 5 key signature requirements. Tenuto app — advanced key signature exercises. Transposition practice in all 12 keys.","","","","","","","","","",""
"theory-key-sigs-ext","7","What is the correct order of flats in key signatures?","Bb, Eb, Ab, Db, Gb, Cb, Fb (BEADGCF)","Bb, Db, Gb, Eb, Ab, Cb, Fb","Ab, Bb, Cb, Db, Eb, Fb, Gb","Fb, Cb, Gb, Db, Ab, Eb, Bb","Key Signatures","music_theory","intermediate","Flats always appear in this fixed order: Bb-Eb-Ab-Db-Gb-Cb-Fb. Mnemonic: 'Battle Ends And Down Goes Charles's Father' (BEADGCF). Each new flat key adds the next flat from this sequence. The order of flats is the reverse of the order of sharps (FCGDAEB).","BEADGCF = Battle Ends And Down Goes Charles's Father. The first flat is always Bb, second always Eb, third always Ab, etc. They appear in specific positions on the staff (Bb on the third line of treble clef, Eb on the fourth space, etc.) — these positions are standardized across all flat key signatures. Drill these positions until they're automatic.

Add a parallel minor exercise: identify the parallel minor key and describe how the key signature changes.","","ABRSM Grade 5 Theory (AB Guide to Music Theory, Part 2). Circle of fifths modulation. Analyze how Bach's Preludes cycle through related keys.","","","","","","","","","",""
"theory-key-sigs-ext","8","What is the correct order of sharps in key signatures?","F#, C#, G#, D#, A#, E#, B# (FCGDAEB)","C#, G#, D#, A#, E#, B#, F#","G#, D#, A#, E#, B#, F#, C#","B#, E#, A#, D#, G#, C#, F#","Key Signatures","music_theory","intermediate","Sharps always appear in this fixed order: F#-C#-G#-D#-A#-E#-B#. Mnemonic: 'Fat Cats Go Down Alleys Eating Bread' (FCGDAEB). Each new sharp key adds the next sharp from this sequence. The order of sharps is the reverse of the order of flats (BEADGCF).","FCGDAEB = Fat Cats Go Down Alleys Eating Bread. The first sharp is always F#, second always C#, third always G#, etc. They appear in fixed staff positions (F# on the 5th line in treble clef, C# on the 3rd space, etc.). Drill: G major = first sharp = F#. D major = first two sharps = F#, C#. A = F#, C#, G#. E = F#, C#, G#, D#. B = + A#. F# = + E#. C# major = + B#.

Include a modulation exercise: identify a pivot chord that connects this key to its dominant key a perfect 5th above.","","Berklee Music Theory Book 2. Circle of fifths modulation analysis. ABRSM Grade 5-6. Analyze how Beethoven's development sections move through related keys.","","","","","","","","","",""
"theory-key-sigs-ext","9","Which major key has 5 flats?","Db major","Ab major","Gb major","Eb major","Key Signatures","music_theory","intermediate","Db major has 5 flats: Bb, Eb, Ab, Db, Gb. Using the second-to-last flat rule: 5 flats = Bb-Eb-Ab-Db-Gb; second-to-last flat = Db → Db major. The relative minor of Db major is Bb minor (also 5 flats).","5 flats = Db major. Verify: second-to-last flat (Db) = key name. ✓ Db major scale: Db-Eb-F-Gb-Ab-Bb-C-Db. All five flats appear in the scale: Db, Eb, Gb, Ab, Bb (5 flats). Db major is important in jazz (often used for ballads) and in Romantic piano music. Chopin wrote many nocturnes in flat keys.

Add an analysis exercise: find this key signature in a published excerpt and confirm the key by locating the leading tone.","","Mark Levine, The Jazz Theory Book — key signatures in jazz context. Aebersold Play-Along Series — practice in all major and minor keys systematically.","","","","","","","","","",""
"theory-key-sigs-ext","10","What is an enharmonic key pair?","Two keys that sound identical but are spelled differently using different note names and key signatures (e.g., F# major and Gb major)","Two keys that share the same key signature","Two keys a perfect 5th apart on the circle of fifths","Two keys that share all but one note in common","Key Signatures","music_theory","intermediate","Enharmonic keys are the same pitch collection spelled differently. F# major (6#) and Gb major (6b) are enharmonically equivalent — every F# major note has an enharmonic equivalent in Gb major. Composers choose the spelling based on context and voice leading convenience.","Enharmonic key pairs: C# major (7#) ↔ Db major (5b); F# major (6#) ↔ Gb major (6b); B major (5#) ↔ Cb major (7b). The enharmonic pair on the left has more sharps; the right has more flats. In practice, Db, Gb, and Cb are preferred over C#, F#, B because flat keys are easier to read for many instruments (especially brass and woodwinds).

Include a transposition task: transpose a simple 4-bar melody from C major into this key, rewriting all note names.","","Alan Belkin, Tonal Counterpoint. Key analysis in modulating works. ABRSM Grade 5-6. Schubert Impromptus for key change examples and analysis.","","","","","","","","","",""
"theory-key-sigs-ext","11","How do you find the relative minor of any major key?","Count up 6 scale degrees (or down 3 half steps) from the major tonic","Count up 5 scale degrees from the major tonic","Count down 5 half steps from the major tonic","The relative minor always has one more sharp or flat than the major key","Key Signatures","music_theory","intermediate","The relative minor starts on the 6th degree of the major scale. Both keys share the same key signature. Shortcut: count down 3 half steps (a minor 3rd) from the major tonic. C major → down 3 half steps → A minor. G major → down 3 → E minor. Bb major → down 3 → G minor.","Relative minor shortcut: major tonic - 3 half steps = relative minor tonic. C-B-Bb-A = A (A minor). G-F#-F-E = E (E minor). D-C#-C-B = B (B minor). Bb-A-Ab-G = G (G minor). This works because the relative minor is always a minor 3rd below the major tonic. Same key signature, different tonal center.

Test both directions: key name → accidentals AND accidentals → key name — both are essential for complete mastery.","","Stefan Kostka, Tonal Harmony. ABRSM Grade 5 key signature requirements. Tenuto app — advanced key signature exercises. Transposition practice in all 12 keys.","","","","","","","","","",""
"theory-key-sigs-ext","12","What key signature does C# minor use?","4 sharps (same as E major, its relative major)","3 sharps (same as A major)","5 sharps","7 sharps","Key Signatures","music_theory","intermediate","C# minor is the relative minor of E major. E major has 4 sharps (F#, C#, G#, D#). Since C# minor and E major share the same key signature, C# minor also uses 4 sharps. Verify: E major's 6th degree is C# (E-F#-G#-A-B-C#) ✓.","Find relative major: C# minor → up 3 half steps → E major (4 sharps). Use the circle of fifths: C# minor is at the 4-sharp position. C# natural minor scale: C#-D#-E-F#-G#-A-B-C# — the same notes as E major, starting on C#. Common in Bach's Art of Fugue and Romantic piano works (Beethoven's 'Moonlight Sonata' is in C# minor).

Add a parallel minor exercise: identify the parallel minor key and describe how the key signature changes.","","ABRSM Grade 5 Theory (AB Guide to Music Theory, Part 2). Circle of fifths modulation. Analyze how Bach's Preludes cycle through related keys.","","","","","","","","","",""
"theory-key-sigs-ext","13","What does a key signature of 4 flats indicate?","Ab major (or F minor, its relative minor)","Db major (or Bb minor)","Eb major (or C minor)","Gb major (or Eb minor)","Key Signatures","music_theory","intermediate","4 flats = Bb, Eb, Ab, Db. Using the second-to-last flat rule: second-to-last flat is Ab → Ab major. The relative minor of Ab major is F minor (same 4 flats). Ab major scale: Ab-Bb-C-Db-Eb-F-G-Ab.","4 flats = Ab major or F minor. Quick check: second-to-last flat (Ab) = key name (Ab major). ✓ Ab major is common in wind and brass music (natural key for Bb clarinets and trumpets transposing). F minor appears in Beethoven's 'Appassionata' Sonata and many dramatic Romantic works.

Include a modulation exercise: identify a pivot chord that connects this key to its dominant key a perfect 5th above.","","Berklee Music Theory Book 2. Circle of fifths modulation analysis. ABRSM Grade 5-6. Analyze how Beethoven's development sections move through related keys.","","","","","","","","","",""
"theory-key-sigs-ext","14","How many sharps does B major have?","5 sharps: F#, C#, G#, D#, A#","4 sharps: F#, C#, G#, D#","6 sharps: F#, C#, G#, D#, A#, E#","3 sharps: F#, C#, G#","Key Signatures","music_theory","intermediate","B major has 5 sharps: F#, C#, G#, D#, A# (the first five from FCGDAEB). The 7th degree of B major is A#, which is the last sharp, confirming B major. B major's enharmonic equivalent is Cb major (7 flats), but B major (5 sharps) is generally preferred.","Verify B major: B-C#-D#-E-F#-G#-A#-B. Five accidentals: C#, D#, F#, G#, A# = 5 sharps. ✓ Shortcut: last sharp = A#; A# + half step = B → B major. ✓ B major is important for guitar (barre chord on 2nd fret) and violin (open B string favors sharp keys). Chopin's B major Nocturnes and Prelude Op.28 No.11 are in B major.

Add an analysis exercise: find this key signature in a published excerpt and confirm the key by locating the leading tone.","","Mark Levine, The Jazz Theory Book — key signatures in jazz context. Aebersold Play-Along Series — practice in all major and minor keys systematically.","","","","","","","","","",""
"theory-key-sigs-ext","15","What key has 6 flats and what is its enharmonic equivalent?","Gb major (6 flats: Bb, Eb, Ab, Db, Gb, Cb); enharmonic equivalent is F# major (6 sharps)","Ab major (6 flats); enharmonic with G# major","Db major (6 flats); enharmonic with C# major","Cb major (6 flats); enharmonic with B major","Key Signatures","music_theory","advanced","Gb major has 6 flats: Bb, Eb, Ab, Db, Gb, Cb. Its enharmonic equivalent, F# major, has 6 sharps (F#, C#, G#, D#, A#, E#). Both keys sound identical but are spelled differently. In most practical contexts, Gb major (6 flats) is preferred over F# major (6 sharps) for wind and brass instruments.","Gb major = 6 flats. Second-to-last flat = Gb → Gb major. ✓ F# major = 6 sharps. Last sharp = E#; E# + hs = F# → F# major. ✓ In jazz, Gb is preferred for saxophone keys. In classical music, the choice often depends on the instrument's natural tendencies. Enharmonic keys let composers renotate the same music to use sharps or flats depending on context.

Add a historical context note: name a landmark classical work composed in this key and discuss its expressive associations.","","Alan Forte, The Structure of Atonal Music (Yale). Nicolas Cook, A Guide to Music Analysis (Norton). Cambridge Music Handbooks series.","","","","","","","","","",""
